number,id,priority,title,author,first_published,latest_published,published,domain,pillar,category,subcategory,topic,slug,difficulty,status,path,type,reading_mode,summary_depth,learning_stage,prerequisites,primary_source
0365,0365,P1,Tribes: We Need You to Lead Us,Seth Godin,2008,2008,2008,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Groups,Social Identity,Tribes-Godin,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Tribes-Godin.md,nonfiction,summary,detailed,Foundation,,
0366,0366,P0,Obedience to Authority: An Experimental View,Stanley Milgram,1974,2009,1974,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Conformity,Obedience-to-Authority,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Obedience-to-Authority.md,nonfiction,summary,detailed,Foundation,,
0367,0367,P0,The Social Animal,Elliot Aronson; Joshua Aronson,1972,2018,1972,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Conformity,The-Social-Animal-Aronson,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Social-Animal-Aronson.md,nonfiction,summary,detailed,Foundation,,
0368,0368,P1,Conformity: The Power of Social Influences,Cass R. Sunstein,2019,2020,2019,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Conformity,Conformity-Sunstein,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Conformity-Sunstein.md,nonfiction,summary,detailed,Foundation,,
0369,0369,P2,The Asch Experiments: Studies of Independence and Conformity,Solomon E. Asch,1956,1956,1956,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Conformity,The-Asch-Experiments,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Asch-Experiments.md,nonfiction,summary,detailed,Foundation,,
0370,0370,P0,Originals: How Non-Conformists Move the World,Adam Grant,2016,2017,2016,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Conformity,Originals-Grant,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Originals-Grant.md,nonfiction,summary,detailed,Foundation,,
0371,0371,P0,The Anatomy of Power,John Kenneth Galbraith,1983,1985,1983,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Authority,The-Anatomy-of-Power-Galbraith,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Anatomy-of-Power-Galbraith.md,nonfiction,summary,detailed,Foundation,,
0372,0372,P1,The Moral Arc: How Science Makes Us Better People,Michael Shermer,2015,2016,2015,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Authority,The-Moral-Arc-Shermer,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Moral-Arc-Shermer.md,nonfiction,summary,detailed,Foundation,,
0373,0373,P0,The Status Game: On Social Position and How We Use It,Will Storr,2021,2022,2021,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Authority,The-Status-Game-Storr,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Status-Game-Storr.md,nonfiction,summary,detailed,Foundation,,
0374,0374,P0,The Power Paradox: How We Gain and Lose Influence,Dacher Keltner,2016,2017,2016,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Authority,The-Power-Paradox-Keltner,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Power-Paradox-Keltner.md,nonfiction,summary,detailed,Foundation,,
0375,0375,P1,"Status: Why We Seek It, How It Shapes Our Lives",Cecilia L. Ridgeway,2019,2019,2019,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Authority,Status-Ridgeway,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Status-Ridgeway.md,nonfiction,summary,detailed,Foundation,,
0376,0376,P1,Methods of Persuasion: How to Use Psychology to Influence Human Behavior,Nick Kolenda,2013,2013,2013,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Persuasion,Methods-of-Persuasion-Kolenda,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Methods-of-Persuasion-Kolenda.md,nonfiction,summary,detailed,Foundation,,
0377,0377,P2,Winning the Room: The Art of Pitching and Presentation,Peter Coughter,2012,2012,2012,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Persuasion,Winning-the-Room,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Winning-the-Room.md,nonfiction,summary,detailed,Foundation,,
0378,0378,P2,Win Bigly: Persuasion in a World Where Facts Don't Matter,Scott Adams,2017,2018,2017,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Persuasion,Win-Bigly,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Win-Bigly.md,nonfiction,summary,detailed,Foundation,,
0379,0379,P1,The Influential Mind: What the Brain Reveals About Our Power to Change Others,Tali Sharot,2017,2018,2017,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Persuasion,The-Influential-Mind,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Influential-Mind.md,nonfiction,summary,detailed,Foundation,,
0380,0380,P1,The Optimism Bias: A Tour of the Irrationally Positive Brain,Tali Sharot,2011,2012,2011,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Social Influence,Persuasion,The-Optimism-Bias,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Optimism-Bias.md,nonfiction,summary,detailed,Foundation,,
0381,0381,P0,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,Amir Levine; Rachel Heller,2010,2012,2010,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Attraction & Connection,Attached,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Attached.md,nonfiction,summary,detailed,Foundation,,
0382,0382,P1,Hold Me Tight: Seven Conversations for a Lifetime of Love,Sue Johnson,2008,2008,2008,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Attraction & Connection,Hold-Me-Tight,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Hold-Me-Tight.md,nonfiction,summary,detailed,Foundation,,
0383,0383,P0,The Seven Principles for Making Marriage Work,John M. Gottman; Nan Silver,1999,2015,1999,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Attraction & Connection,The-Seven-Principles-for-Making-Marriage-Work,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Seven-Principles-for-Making-Marriage-Work.md,nonfiction,summary,detailed,Foundation,,
0384,0384,P1,Mating in Captivity: Unlocking Erotic Intelligence,Esther Perel,2006,2017,2006,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Attraction & Connection,Mating-in-Captivity,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Mating-in-Captivity.md,nonfiction,summary,detailed,Foundation,,
0385,0385,P1,The State of Affairs: Rethinking Infidelity,Esther Perel,2017,2018,2017,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Attraction & Connection,The-State-of-Affairs,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-State-of-Affairs.md,nonfiction,summary,detailed,Foundation,,
0386,0386,P0,The Evolution of Cooperation,Robert Axelrod,1984,2006,1984,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Cooperation & Competition,The-Evolution-of-Cooperation,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Evolution-of-Cooperation.md,nonfiction,summary,detailed,Foundation,,
0387,0387,P1,"SuperCooperators: Altruism, Evolution, and Why We Need Each Other to Succeed",Martin A. Nowak; Roger Highfield,2011,2012,2011,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Cooperation & Competition,SuperCooperators,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/SuperCooperators.md,nonfiction,summary,detailed,Foundation,,
0388,0388,P0,Give and Take: Why Helping Others Drives Our Success,Adam Grant,2013,2014,2013,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Cooperation & Competition,Give-and-Take,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/Give-and-Take.md,nonfiction,summary,detailed,Foundation,,
0389,0389,P2,A Cooperative Species: Human Reciprocity and Its Evolution,Samuel Bowles; Herbert Gintis,2011,2013,2011,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Cooperation & Competition,A-Cooperative-Species,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/A-Cooperative-Species.md,nonfiction,summary,detailed,Foundation,,
0390,0390,P0,The Origins of Virtue: Human Instincts and the Evolution of Cooperation,Matt Ridley,1996,1998,1996,03-Psychology & Human Behavior,Psychology & Human Behavior,02-SOCIAL-PSYCHOLOGY,Human Relationships,Cooperation & Competition,The-Origins-of-Virtue-Ridley,Intermediate,planned,md/03-Psychology-and-Human-Behavior/02-SOCIAL-PSYCHOLOGY/The-Origins-of-Virtue-Ridley.md,nonfiction,summary,detailed,Foundation,,
0391,0391,P0,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,2009,2011,2009,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Goals,Drive-Pink,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Drive-Pink.md,nonfiction,summary,detailed,Foundation,,
0392,0392,P0,"Measure What Matters: How Google, Bono, and the Gates Foundation Rock the World with OKRs",John Doerr,2018,2018,2018,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Goals,Measure-What-Matters,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Measure-What-Matters.md,nonfiction,summary,detailed,Foundation,,
0393,0393,P1,Succeed: How We Can Reach Our Goals,Heidi Grant Halvorson,2010,2011,2010,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Goals,Succeed-Halvorson,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Succeed-Halvorson.md,nonfiction,summary,detailed,Foundation,,
0394,0394,P2,Nine Things Successful People Do Differently,Heidi Grant Halvorson,2011,2012,2011,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Goals,Nine-Things-Successful-People-Do-Differently,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Nine-Things-Successful-People-Do-Differently.md,nonfiction,summary,detailed,Foundation,,
0395,0395,P1,Rethinking Positive Thinking: Inside the New Science of Motivation,Gabriele Oettingen,2014,2015,2014,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Goals,Rethinking-Positive-Thinking,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Rethinking-Positive-Thinking.md,nonfiction,summary,detailed,Foundation,,
0396,0396,P0,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt; Stephen J. Dubner,2005,2020,2005,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Incentives,Freakonomics,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Freakonomics.md,nonfiction,summary,detailed,Foundation,,
0397,0397,P1,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt; Stephen J. Dubner,2009,2011,2009,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Incentives,SuperFreakonomics,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/SuperFreakonomics.md,nonfiction,summary,detailed,Foundation,,
0398,0398,P1,Think Like a Freak: The Authors of Freakonomics Offer to Retrain Your Brain,Steven D. Levitt; Stephen J. Dubner,2014,2015,2014,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Incentives,Think-Like-a-Freak,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Think-Like-a-Freak.md,nonfiction,summary,detailed,Foundation,,
0399,0399,P1,The Why Axis: Hidden Motives and the Undiscovered Economics of Everyday Life,Uri Gneezy; John A. List,2013,2014,2013,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Incentives,The-Why-Axis,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/The-Why-Axis.md,nonfiction,summary,detailed,Foundation,,
0400,0400,P0,Mixed Signals: How Incentives Really Work,Uri Gneezy,2023,2023,2023,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Incentives,Mixed-Signals,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Mixed-Signals.md,nonfiction,summary,detailed,Foundation,,
0401,0401,P0,"The Molecule of More: How a Single Chemical in Your Brain Drives Love, Sex, and Creativity",Daniel Z. Lieberman; Michael E. Long,2018,2019,2018,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Drive & Motivation,The-Molecule-of-More,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/The-Molecule-of-More.md,nonfiction,summary,detailed,Foundation,,
0402,0402,P0,Dopamine Nation: Finding Balance in the Age of Indulgence,Anna Lembke,2021,2023,2021,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Drive & Motivation,Dopamine-Nation,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Dopamine-Nation.md,nonfiction,summary,detailed,Foundation,,
0403,0403,P0,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,2011,2013,2011,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Drive & Motivation,The-Willpower-Instinct,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/The-Willpower-Instinct.md,nonfiction,summary,detailed,Foundation,,
0404,0404,P1,"Self-Determination Theory: Basic Psychological Needs in Motivation, Development, and Wellness",Richard M. Ryan; Edward L. Deci,2017,2017,2017,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Drive & Motivation,Self-Determination-Theory,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Self-Determination-Theory.md,nonfiction,summary,detailed,Foundation,,
0405,0405,P1,Intrinsic Motivation and Self-Determination in Human Behavior,Edward L. Deci; Richard M. Ryan,1985,1985,1985,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Motivation,Drive & Motivation,Intrinsic-Motivation,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Intrinsic-Motivation.md,nonfiction,summary,detailed,Foundation,,
0406,0406,P2,Habit Changers: 81 Game-Changing Mantras to Mindfully Realize Your Goals,M.J. Ryan,2016,2016,2016,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Habits,Habit Loops,Habit-Changers,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Habit-Changers.md,nonfiction,summary,detailed,Foundation,,
0407,0407,P1,"Habits of a Happy Brain: Retrain Your Brain to Boost Your Serotonin, Dopamine, Oxytocin, & Endorphin Levels",Loretta Graziano Breuning,2015,2016,2015,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Habits,Habit Loops,Habits-of-a-Happy-Brain,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Habits-of-a-Happy-Brain.md,nonfiction,summary,detailed,Foundation,,
0408,0408,P1,"Making Habits, Breaking Habits: Why We Do Things, Why We Don't, and How to Make Any Change Stick",Jeremy Dean,2013,2013,2013,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Habits,Habit Loops,Making-Habits-Breaking-Habits,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Making-Habits-Breaking-Habits.md,nonfiction,summary,detailed,Foundation,,
0409,0409,P1,"Rewire: Change Your Brain to Break Bad Habits, Overcome Addictions, Conquer Self-Destructive Behavior",Richard O'Connor,2014,2015,2014,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Habits,Habit Loops,Rewire-OConnor,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Rewire-OConnor.md,nonfiction,summary,detailed,Foundation,,
0410,0410,P2,The Here-and-Now Habit: How Mindfulness Can Help You Break Unhealthy Habits Once and for All,Hugh G. Byrne,2016,2016,2016,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Habits,Habit Loops,The-Here-and-Now-Habit,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/The-Here-and-Now-Habit.md,nonfiction,summary,detailed,Foundation,,
0411,0411,P2,The Habit Blueprint: 15 Simple Steps to Transform Your Life,Patrik Edblad,2016,2016,2016,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Habits,Habit Tracking,The-Habit-Blueprint,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/The-Habit-Blueprint.md,nonfiction,summary,detailed,Foundation,,
0412,0412,P1,Better Than Before: What I Learned About Making and Breaking Habits,Gretchen Rubin,2015,2015,2015,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Habits,Habit Tracking,Better-Than-Before,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Better-Than-Before.md,nonfiction,summary,detailed,Foundation,,
0413,0413,P2,Elastic Habits: How to Create Smarter Habits That Adapt to Your Day,Stephen Guise,2019,2019,2019,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Habits,Habit Tracking,Elastic-Habits,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Elastic-Habits.md,nonfiction,summary,detailed,Foundation,,
0414,0414,P2,Superhuman by Habit: A Guide to Becoming the Best Possible Version of Yourself,Tynan,2014,2014,2014,03-Psychology & Human Behavior,Psychology & Human Behavior,03-MOTIVATION-BEHAVIOR,Habits,Habit Tracking,Superhuman-by-Habit,Intermediate,planned,md/03-Psychology-and-Human-Behavior/03-MOTIVATION-BEHAVIOR/Superhuman-by-Habit.md,nonfiction,summary,detailed,Foundation,,
